Company,Day,Subject,Content
Left Productions,Day 2,Follow-up,"Hello !first_name,
I hope you're well! I just wanted to resurface this e-mail.
As you know, we make video campaigns for web and tech companies. Do you have 10 minutes in the next few days to see how video can generate sales and reduce acquisition costs for !company?
In the meantime, here is a gif of a cat waiting ;)
Thanks!
John Doe
Left Productions / digital production company / www.leftproductions.com
3?me Gauche / first french music media on YouTube / www.youtube.com/3emegauche
Offices : London - Paris
Check out our latest productions here!"
Left Productions,Day 6,Follow-up - !company,"Hello !first_name,
Last email, I sent you a gif of a cat waiting. This time, here's a dog filled with anticipation!
I believe these articles we wrote could be very helpful for you and !company:
-
The 10 most common questions about video marketing
: how much does video production cost, does 1 million views cost, what impact, etc ?
-
The 5 mistakes to avoid when preparing your TV campaign
, written with Realytics, a leading tool for TV tracking.
Are you contemplating making a video campaign for this year?
Thanks!
John Doe
Left Productions / digital production company / www.leftproductions.com
3?me Gauche / first french music media on YouTube / www.youtube.com/3emegauche
Offices : London - Paris
Check out our latest productions here!"
Left Productions,Day 7,Expanding in the US!,"Hello !first_name,
I wanted to share with you some exciting news: Left Productions has opened an office in Los Angeles!
After coming to London last year and working with 4 American clients, we are continuing our expansion. Our goal: become the go-to video production company for web, tech and e-commerce companies around the world!
One of our American directors in the US is Steve Appleseed, some of his work includes this Girl don't poop ad for Poo-pourri (39 million views and tripled turnover).
Greetings from LA, London and Paris!
John Doe
Left Productions / digital production company / www.leftproductions.com
3?me Gauche / first french music media on YouTube / www.youtube.com/3emegauche
Offices : London - Paris
Check out our latest productions here!"
Left Productions,Day 10,Apologies,"Hello !first_name,
You may be thinking that I'm insisting a bit too much, like this little gif of a dog trying to fly!
More seriously, the reason why I'm getting back in touch with you is that you're most certainly thinking about doing a video campaign for !company, and I think we would make a great fit:
- We specialize in acquisition campaigns (TV & Digital)
- We create, produce and apply A/B testing methods to achieve the highest performance (we create many different versions of your video that you can then test online).
- We've gathered over 100 million views.
Do you think I should do like this dog and fly all the way to you? :)
Have a good day,
John Doe
Left Productions / digital production company / www.leftproductions.com
3?me Gauche / first french music media on YouTube / www.youtube.com/3emegauche
Offices : London - Paris
Check out our latest productions here!"
Left Productions,Day 14,This is my last email,"Hello !first_name,
You're busy, I understand... I'm sad like this cat that we haven't been able to talk.
As you know, we help web and tech companies to use video to generate sales and get new customers. If you're interested, don't hesitate to give me a shout and we can chat for 10 minutes.
In any event, I will add you to our newsletter to give you tips regarding video advertising (if you don't want to, don't hesitate to tell me).
Have a great day,
John Doe
Left Productions / digital production company / www.leftproductions.com
3?me Gauche / first french music media on YouTube / www.youtube.com/3emegauche
Offices : London - Paris
Check out our latest productions here!"
Midaxo,Day 0,your M&A pipeline,"Hi !first_name,
How do you manage your M&A pipeline? If your process is anything like most M&A leaders I speak with, I¡¯d guess you¡¯re using tools like Excel, email, and Powerpoint.
Here¡¯s how Midaxo¡¯s customers do it.
Worth a conversation, or no?
Thanks,
John Doe
Account Executive | Midaxo, Inc.
https://www.linkedin.com/in/johndoe
email logo
33 Broad St, Suite 405
Boston, MA 02108
www.midaxo.com
Book time with me here!"
Trademark Now,Day 0,!company Trademarks,"Good morning !first_name - I hope you don't mind me reaching out to you directly,
I was hoping to make an introduction to TrademarkNow.
This past year, we have helped yield significant savings for numerous companies when launching and protecting their brands. Utilizing cutting edge technology, our platform can clear trademarks in seconds and cut your spend dramatically.
Does this sound like something you would be interested in exploring, !first_name?
Best regards,
John
John Doe
Trademark Analyst
TrademarkNow"
Trademark Now,Day 3,Re: !company Trademarks,"Good morning !first_name,
I hope you don't mind me following up. I'm not sure if my last email (below) reached you? I was hoping to schedule a few minutes with you to discuss trademark clearance at !company. I¡¯m confident it will be a good use of your time.
How is next week?
John
John Doe
Trademark Analyst
TrademarkNow"
Trademark Now,Day 8,Re: !company Trademarks,"Good morning !first_name,
I hope all is well on your end.
When you have a moment would you be able to come back to me on this? I know you're busy but I would appreciate a few minutes of your time.
John
John Doe
Trademark Analyst
TrademarkNow"
Teem,Day 0,Teem <> !company,"Hi Tom,
I hope all is well. Wanted to reach out and introduce myself as well was what we do here at Teem. I am John and I work as a rep here and my intent is to connect with you Tom to see what your vision is for !company and how we could help you align with that vision.
Let me know what your calendar looks like and I would be happy to set something up.
Thanks,
John
John Doe / Sales Development
224 S 200 W, #100
Salt Lake City, UT 84101
teem.com"
Vettery,Day 0,Hi - Quick Introduction,"Hi !first_name,
I'm sorry to trouble you. Would you be able to tell me who is responsible for recruiting at your firm and how I might get in touch with them?
Thank you,
John
John Doe
37 E. 18th Street | 9th Fl
New York, NY 10003
www.vettery.com"
Vettery,Day 7,Re: Hi - Quick Introduction,"Hi !first_name,
I just wanted to follow up since I know emails can quickly become lost in the pile. Could you put me in touch with who is responsible for recruiting at your firm?
Thank you,
John
John Doe
37 E. 18th Street | 9th Fl
New York, NY 10003
www.vettery.com"
alooma,Day 0,Alooma x !company,"Hi !first_name,
Hope you don't mind me reaching out!
I was hoping to connect because we've helped similar online communities (Redbubble) cut the time and cost associated with extracting data, transforming it, and loading it into your data warehouse, all in real time.
I would LOVE to start a conversation with !company to share how we are helping these companies, understand what challenges you may experiencing with you current ETL solution, and see if we can be helpful.
What would your thoughts be on a purely exploratory call to determine if Alooma can add value?
Thanks!
John Doe
Alooma
2114 Broadway St.
Redwood City, CA 94063
www.alooma.com/live"
